Date,2330,2317,2454,2412,6505,2881,2603,2882,1303,1301,2308,2303,2002,2891,2886,1326,2609,2884,1216,3045,2615,2892,2382,2207,2885,3037,2880,2883,2912,1101,2395,2357,4904,8046,3034,2327,3008,2887,2379,2408,2890,8069,2618,2801,5347,2409,2610,1102,9910,1402,9945,2301,3481,2888,1605,1476,2347,2345,2344,2474,2105,2377,2324,2834,2356,5483,3702,9921,9904,2027,2353,2354,9941,3231,3532,2371,8299,2049,3533,1229,3189,1722,2915,2227,2542,9914,2383,6239,2337,2376,2360,3035,1504,3443,3044,1802,2812,2352,2385,3036,3023,2606,2492,6121,5522
2010/1/4,42.869,66.058,351.435,43.714,55.873,18.847,13.709,31.333,34.534,38.612,65.692,10.288,20.536,7.571,9.596,38.885,21.541,4.223,17.989,36.707,9.815,7.797,35.306,50.809,12.834,32.454,7.838,5.686,50.770,14.330,33.865,118.627,20.768,93.795,55.674,24.625,323.410,4.981,51.488,213.172,5.608,54.647,8.874,7.108,9.366,28.684,9.981,16.607,10.466,20.700,15.381,20.508,40.778,9.335,9.435,11.622,32.569,7.817,7.786,57.259,24.806,10.870,19.431,4.431,8.649,52.013,22.234,62.838,15.001,9.990,68.901,62.515,36.500,21.499,130.068,18.844,135.864,24.845,96.974,4.972,56.713,71.270,38.336,35.248,11.621,30.254,12.892,56.972,24.156,13.848,46.085,58.963,9.021,118.472,54.404,19.621,3.955,13.665,32.654,9.577,12.138,34.931,16.712,130.561,27.420
2010/1/5,42.605,66.494,352.054,43.788,56.280,18.968,14.200,31.280,35.613,39.073,65.234,10.409,20.566,7.571,9.699,39.280,21.980,4.207,17.735,36.766,9.872,7.856,35.050,51.074,12.669,32.061,7.897,5.732,50.971,14.832,33.959,118.435,20.714,99.515,53.036,24.625,317.579,5.119,50.112,219.560,5.586,52.429,9.064,7.108,9.487,28.720,10.289,16.968,10.466,20.986,15.399,20.638,40.858,9.370,9.213,11.302,32.145,7.767,7.944,56.029,24.668,10.562,19.343,4.458,8.672,51.718,21.990,62.071,15.476,9.754,69.738,62.515,35.800,21.743,130.068,18.749,132.380,24.030,95.243,4.988,55.100,75.959,38.135,35.010,11.621,30.080,12.757,56.450,23.888,13.578,44.734,57.510,9.117,115.583,53.634,19.998,4.078,13.172,32.018,9.506,12.451,37.361,15.716,128.455,27.999
2010/1/6,42.869,66.058,356.393,43.935,57.500,19.569,13.974,31.807,37.772,40.341,64.973,11.135,20.626,7.799,9.802,41.933,22.068,4.270,18.012,36.590,9.872,7.955,35.562,50.941,12.944,31.918,8.034,5.743,51.038,15.145,33.678,124.010,20.714,102.184,53.564,25.355,316.802,5.179,49.947,226.285,5.652,49.068,9.001,7.202,9.700,30.194,10.201,17.088,10.519,21.689,15.577,20.768,42.628,9.830,9.398,11.329,32.569,7.717,7.836,53.894,24.668,10.793,19.520,4.501,8.717,51.895,21.949,62.768,15.387,9.696,69.738,62.515,35.800,22.932,130.669,18.702,131.882,24.030,91.202,5.051,55.033,75.959,38.135,34.724,11.854,30.138,12.811,55.927,24.022,13.736,44.927,58.707,9.309,115.944,52.351,21.394,4.177,13.238,32.018,9.524,12.425,37.523,15.803,129.508,27.963
2010/1/7,42.407,65.404,347.716,43.051,57.975,19.256,14.049,31.491,38.071,40.341,63.796,11.135,20.476,7.723,9.699,41.594,22.068,4.318,17.573,35.478,9.759,7.836,35.255,51.074,12.724,31.417,8.034,5.732,51.238,14.853,33.772,125.548,20.305,100.277,54.619,24.729,311.748,5.080,49.506,220.569,5.542,49.135,8.842,7.178,9.427,29.583,9.981,16.896,10.501,21.324,15.310,20.552,41.904,9.512,9.435,11.249,32.758,7.692,7.720,53.247,24.081,10.665,19.961,4.479,8.604,50.419,21.786,62.768,15.268,9.539,67.646,61.491,35.100,22.757,133.523,18.583,132.878,24.513,91.202,4.957,52.749,76.271,37.332,34.581,12.040,30.254,12.516,56.972,23.686,13.578,43.768,56.827,9.181,115.944,52.864,20.904,4.168,12.909,32.102,9.097,11.930,36.281,16.019,127.402,27.529
2010/1/8,42.275,65.622,340.898,42.829,58.111,19.352,14.805,31.807,38.131,40.687,63.731,11.014,20.988,7.761,9.776,40.635,22.420,4.381,17.573,35.478,9.900,7.876,35.101,51.340,12.862,31.381,8.015,5.801,51.438,14.790,33.678,126.894,20.441,103.709,54.619,24.521,309.027,5.119,49.836,215.189,5.564,47.925,9.064,7.249,9.852,29.978,10.069,16.992,10.537,21.689,15.292,20.552,43.513,9.795,9.509,11.275,32.758,7.617,7.613,53.377,24.116,10.690,20.138,4.522,8.695,50.006,21.624,62.071,15.446,9.813,68.832,61.491,35.400,22.827,133.373,18.512,131.385,25.570,94.954,5.067,53.084,75.334,37.466,34.438,12.249,30.254,12.704,56.972,23.552,13.736,44.090,57.510,9.213,114.860,52.864,21.583,4.196,13.139,32.823,9.203,12.008,36.767,16.149,131.263,28.398
2010/1/11,42.605,64.750,345.856,43.124,58.653,19.232,15.145,31.544,38.971,41.090,64.581,11.256,21.259,7.723,9.776,41.199,23.123,4.349,17.643,35.946,10.041,7.797,35.511,51.074,12.889,31.417,7.975,5.973,51.505,14.518,33.491,126.510,20.850,107.522,55.938,24.625,310.193,5.258,52.039,213.508,5.586,51.219,9.032,7.319,10.461,29.906,10.069,16.872,10.448,21.715,15.470,20.682,44.880,9.830,9.694,11.249,32.852,7.566,7.505,53.959,24.150,10.895,20.403,4.522,9.035,49.652,21.868,62.490,15.446,10.284,68.343,61.234,35.500,22.897,131.270,18.465,127.403,26.325,95.243,5.161,54.764,75.959,37.265,34.009,12.203,29.905,13.026,56.972,23.351,13.871,43.575,56.912,9.245,115.222,56.457,22.225,4.173,13.041,35.113,9.292,11.930,36.983,15.846,130.210,27.637
2010/1/12,42.011,64.532,345.856,43.272,58.314,19.112,15.031,31.544,38.971,40.917,64.058,11.105,21.198,7.666,9.725,40.635,22.860,4.302,17.504,36.239,9.787,7.698,35.562,50.676,12.917,31.273,7.995,5.887,50.837,14.435,33.211,128.625,20.741,110.191,54.355,24.312,312.526,5.218,51.764,221.914,5.497,51.219,8.842,7.295,10.643,29.367,9.981,16.992,10.376,21.272,15.292,20.768,44.880,9.724,9.435,11.142,32.993,7.642,7.588,54.024,24.461,10.767,20.447,4.495,9.171,50.360,21.990,62.699,15.476,10.206,68.343,62.772,35.350,23.037,128.867,18.298,128.150,26.566,101.015,5.161,55.100,75.959,37.466,34.057,12.040,30.022,12.945,55.143,24.156,13.938,43.768,56.229,9.021,115.944,59.536,22.149,4.139,13.074,37.107,9.417,12.034,36.497,15.933,138.984,27.637
2010/1/13,41.482,63.442,339.038,43.198,57.094,18.655,14.427,30.912,38.611,40.341,62.947,10.802,20.686,7.552,9.544,39.901,21.980,4.223,17.365,35.770,9.787,7.599,35.203,50.277,12.587,30.629,7.838,5.801,50.770,14.205,32.509,126.894,20.523,107.522,52.403,24.729,310.971,5.159,51.268,215.189,5.387,50.076,8.462,7.178,10.339,28.541,9.849,16.800,10.430,20.700,15.648,20.379,43.030,9.477,9.102,11.062,32.946,7.591,7.596,54.024,24.047,10.665,20.513,4.442,9.012,49.888,22.152,62.768,15.298,9.833,68.065,61.491,34.850,22.338,129.017,18.037,126.159,26.687,100.438,5.035,54.227,74.708,39.473,33.438,11.854,29.847,12.784,53.314,24.022,14.299,43.189,55.545,8.989,114.499,58.766,21.696,4.083,12.877,36.046,9.364,11.904,36.335,15.933,135.826,27.384
2010/1/14,41.746,65.186,355.153,43.051,56.958,18.727,14.805,31.070,38.551,40.802,64.188,10.863,21.018,7.496,9.570,39.845,22.244,4.239,17.365,36.005,9.956,7.599,36.126,50.344,12.642,30.916,7.838,5.801,51.038,14.289,32.743,130.932,20.523,109.428,54.883,24.834,318.745,5.100,51.929,214.517,5.409,50.547,8.557,7.225,10.339,28.972,10.025,16.824,10.394,21.116,15.684,20.682,43.593,9.583,9.287,11.115,33.323,7.591,7.637,54.153,24.081,11.075,21.220,4.463,9.080,50.950,22.843,61.862,15.357,9.872,71.133,62.259,35.200,22.687,128.116,18.109,129.892,28.528,98.129,5.098,54.496,75.646,39.874,33.342,12.063,30.080,13.321,55.666,24.022,14.411,44.219,57.938,9.021,115.583,58.253,21.847,4.083,13.139,37.022,9.506,12.112,36.173,16.062,138.282,27.384
