Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,8222.419921875,8240.4501953125,8143.4501953125,8207.849609375,8207.8173828125,6429400
2010-01-05,8277.7099609375,8283.6396484375,8162.5400390625,8211.400390625,8211.3681640625,6762000
2010-01-06,8237.099609375,8327.8701171875,8216.919921875,8327.6201171875,8327.587890625,6421600
2010-01-07,8344.5595703125,8369.5498046875,8233.58984375,8237.419921875,8237.3876953125,7133000
2010-01-08,8266.8701171875,8290.66015625,8178.93017578125,8280.900390625,8280.8681640625,5764400
2010-01-11,8291.51953125,8357.900390625,8281.7197265625,8323.8203125,8323.7880859375,5857000
2010-01-12,8343.73046875,8356.9697265625,8262.580078125,8309.3701171875,8309.337890625,5246000
2010-01-13,8229.25,8257.830078125,8194.8095703125,8196.5595703125,8196.52734375,4925600
2010-01-14,8245.8603515625,8313.9404296875,8237.669921875,8289.98046875,8289.9482421875,4837200
2010-01-15,8340.599609375,8380.23046875,8325.8203125,8356.8896484375,8356.857421875,5643400
2010-01-18,8290.3798828125,8367.650390625,8290.3798828125,8337.8203125,8337.7880859375,5100400
2010-01-19,8387.66015625,8395.3896484375,8227.2998046875,8249.0,8248.9677734375,5582400
2010-01-20,8309.1904296875,8309.1904296875,8191.43994140625,8220.9296875,8220.8974609375,5009800
2010-01-21,8189.5,8208.2099609375,8107.5498046875,8127.8701171875,8127.83935546875,4596800
2010-01-22,7986.43017578125,8015.9501953125,7912.85009765625,7927.31005859375,7927.27978515625,4907200
2010-01-25,7845.2998046875,7938.14013671875,7828.33984375,7872.990234375,7872.96044921875,3663800
2010-01-26,7903.02978515625,7922.06982421875,7572.580078125,7598.81005859375,7598.78125,5680000
2010-01-27,7639.72021484375,7656.9501953125,7530.41015625,7560.02978515625,7560.0009765625,3986200
2010-01-28,7630.16015625,7756.77001953125,7607.56005859375,7694.580078125,7694.55126953125,3931200
2010-01-29,7593.3798828125,7649.72998046875,7481.89990234375,7640.43994140625,7640.4111328125,3949400
2010-02-01,7653.89013671875,7661.7001953125,7493.81005859375,7524.669921875,7524.6416015625,3222400
2010-02-02,7633.740234375,7635.72998046875,7398.7998046875,7429.60986328125,7429.58203125,3759800
2010-02-03,7523.7900390625,7550.81982421875,7441.919921875,7547.97998046875,7547.951171875,3152400
2010-02-04,7563.18994140625,7578.18017578125,7504.9599609375,7542.0400390625,7542.01171875,2813800
2010-02-05,7323.16015625,7352.97998046875,7196.39013671875,7217.830078125,7217.802734375,4614600
2010-02-08,7236.6298828125,7253.240234375,7173.18017578125,7215.8798828125,7215.8525390625,3033600
2010-02-09,7225.7099609375,7381.81982421875,7197.1298828125,7361.0400390625,7361.01220703125,3730000
2010-02-10,7438.1201171875,7496.33984375,7404.97021484375,7441.83984375,7441.81201171875,3984400
2010-02-22,7619.8701171875,7619.8701171875,7553.2900390625,7560.0400390625,7560.01123046875,3187400
2010-02-23,7575.6201171875,7597.43994140625,7502.4501953125,7597.43994140625,7597.4111328125,2992800
2010-02-24,7516.47021484375,7585.18994140625,7515.3798828125,7529.669921875,7529.6416015625,2858200
2010-02-25,7568.419921875,7568.419921875,7400.419921875,7426.9599609375,7426.93212890625,3420800
2010-02-26,7451.169921875,7479.27978515625,7383.68017578125,7436.10009765625,7436.072265625,2737400
2010-03-01,7492.83984375,7620.56005859375,7451.08984375,7577.75,7577.72119140625,3501600
2010-03-02,7649.6201171875,7664.490234375,7592.66015625,7597.6201171875,7597.59130859375,3158200
2010-03-03,7628.77978515625,7670.25,7604.85986328125,7629.52001953125,7629.4912109375,3005000
2010-03-04,7664.0,7664.0,7524.18994140625,7569.7998046875,7569.77099609375,3480400
2010-03-05,7659.759765625,7694.89013671875,7618.0,7666.259765625,7666.23095703125,3218800
2010-03-08,7741.7998046875,7763.759765625,7716.27978515625,7762.27001953125,7762.2412109375,3455000
2010-03-09,7762.39990234375,7770.58984375,7737.64990234375,7770.58984375,7770.56103515625,2978600
