Date,Rf,TWII,OVX,Plastic_Chemical,Iron_Steel,Building Materials_Construction,Finance_Insurance,Trading_Consumer Goods,Semiconductors ,Communications Technology_Internet ,Electronic Parts_Components
2010/1/4,1.542,8207.850,35.440,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
2010/1/5,1.537,8211.400,34.270,101.31,99.33,101.48,100.33,100.54,99.57,100.18,98.79
2010/1/6,1.536,8327.620,34.400,105.20,99.80,101.79,102.14,102.20,100.86,100.36,98.92
2010/1/7,1.525,8237.420,33.610,104.99,99.23,100.69,101.00,100.71,100.08,97.70,97.00
2010/1/8,1.531,8280.900,31.340,105.25,101.96,103.31,101.95,101.26,99.51,97.85,97.59
2010/1/11,1.535,8323.820,30.000,106.47,104.25,103.89,101.75,101.35,100.13,98.67,98.56
2010/1/12,1.525,8309.370,31.610,106.24,103.83,103.22,101.31,100.29,99.45,99.52,99.31
2010/1/13,1.519,8196.560,32.750,104.71,101.35,102.23,99.35,101.27,97.99,99.23,98.38
2010/1/14,1.520,8289.980,30.860,105.14,103.06,102.67,99.65,102.02,99.55,99.55,99.83
2010/1/15,1.500,8356.890,29.800,105.46,102.50,102.56,100.11,102.82,100.50,99.89,100.15
2010/1/19,1.504,8249.000,28.520,103.84,101.21,102.73,99.36,101.42,98.65,99.54,99.88
2010/1/20,1.504,8220.930,31.150,103.66,101.34,101.41,97.77,101.06,99.48,98.98,99.69
2010/1/21,1.499,8127.870,32.510,102.97,100.17,100.21,97.53,99.81,97.68,98.37,98.55
2010/1/22,1.489,7927.310,34.850,101.87,96.71,98.45,95.11,97.29,95.02,97.64,95.77
2010/1/25,1.491,7872.990,33.330,100.91,95.41,96.46,94.08,95.40,94.58,97.58,95.12
2010/1/26,1.493,7598.810,33.780,97.47,93.30,91.39,90.61,92.18,92.19,95.27,90.61
2010/1/27,1.492,7560.030,34.230,97.70,93.42,91.78,90.66,90.83,91.51,93.46,90.45
2010/1/28,1.479,7694.580,33.280,98.43,95.25,94.38,92.13,92.11,92.77,93.14,92.88
2010/1/29,1.469,7640.440,34.050,97.58,94.79,93.76,91.36,92.82,92.81,92.81,93.12
2010/2/1,1.475,7524.670,32.450,96.69,93.51,92.72,89.83,92.65,90.60,91.82,91.11
2010/2/2,1.486,7429.610,32.440,95.36,91.42,89.48,88.58,91.72,89.12,91.23,89.08
2010/2/3,1.483,7547.980,34.650,95.87,92.78,89.53,89.79,90.80,91.21,91.98,90.67
2010/2/4,1.489,7542.040,38.510,96.55,93.41,89.58,89.51,90.37,91.05,92.35,91.23
2010/2/5,1.470,7217.830,39.990,93.65,90.20,84.02,84.57,85.84,87.60,88.73,86.51
2010/2/8,1.401,7215.880,39.530,93.82,90.56,82.93,84.77,83.97,87.88,86.24,86.90
2010/2/9,1.403,7361.040,38.740,95.22,91.99,86.83,86.30,85.93,89.66,88.42,89.22
2010/2/10,1.407,7441.840,37.910,96.34,94.23,88.01,87.10,87.90,90.43,89.76,90.22
2010/2/22,1.430,7560.040,33.680,97.99,96.12,89.55,90.53,89.93,91.55,90.82,90.70
2010/2/23,1.425,7597.440,34.880,100.27,96.70,90.10,90.34,89.84,92.05,91.74,90.67
2010/2/24,1.416,7529.670,33.460,99.30,95.26,88.67,89.78,90.05,90.66,91.23,90.66
2010/2/25,1.406,7426.960,33.560,99.46,93.77,87.19,88.27,88.95,89.03,90.72,90.13
2010/2/26,1.406,7436.100,32.820,99.98,93.68,88.85,88.68,88.64,89.01,91.41,90.11
2010/3/1,1.422,7577.750,34.290,101.02,95.67,92.04,90.29,91.66,91.16,91.90,90.84
2010/3/2,1.411,7597.620,34.880,101.06,95.86,90.27,90.28,91.50,91.34,92.65,91.89
2010/3/3,1.410,7629.520,34.530,102.33,96.41,91.64,91.71,92.25,91.54,91.90,91.77
2010/3/4,1.411,7569.800,33.540,101.80,95.43,91.25,90.06,92.21,90.62,91.13,91.76
2010/3/5,1.418,7666.260,32.670,102.83,96.44,91.43,91.44,92.90,91.75,92.04,92.35
2010/3/8,1.419,7762.270,33.220,103.34,96.65,92.17,92.00,93.18,93.72,93.59,93.60
2010/3/9,1.446,7770.590,33.190,103.25,96.40,90.41,92.08,93.57,94.16,93.93,94.16
2010/3/10,1.431,7779.080,33.280,103.10,97.18,90.40,92.74,93.35,94.43,94.17,94.30
2010/3/11,1.426,7749.660,32.700,102.88,96.37,89.95,91.41,93.33,94.77,93.88,93.76
2010/3/12,1.428,7748.330,32.110,103.12,96.01,89.57,91.55,93.46,94.04,94.35,94.30
2010/3/15,1.423,7634.920,33.380,102.34,95.10,87.83,89.90,92.08,92.43,93.34,92.86
2010/3/16,1.426,7695.630,33.220,102.80,95.65,90.06,90.74,93.55,92.97,93.52,93.52
2010/3/17,1.426,7847.840,32.470,104.05,96.83,90.90,93.01,94.73,94.95,94.89,95.85
2010/3/18,1.426,7886.340,31.730,104.94,96.72,91.57,93.67,95.50,95.31,95.23,96.84
2010/3/19,1.431,7897.910,31.850,104.90,96.73,92.79,93.78,96.00,94.99,95.94,97.54
2010/3/22,1.433,7835.980,29.570,103.88,95.61,92.95,92.90,96.50,93.65,95.47,97.59
2010/3/23,1.433,7811.870,29.230,103.34,95.21,91.89,92.42,95.59,93.63,95.79,98.40
2010/3/24,1.439,7822.710,29.340,103.36,96.20,91.78,92.46,95.50,94.45,95.80,97.93
2010/3/25,1.443,7838.100,30.130,103.13,96.32,92.75,92.30,95.75,95.64,96.13,97.51
2010/3/26,1.431,7876.860,30.100,103.89,95.94,92.74,92.43,96.10,97.02,96.91,97.72
2010/3/29,1.443,7947.450,30.170,104.64,96.44,92.76,93.49,99.09,97.14,97.08,98.76
2010/3/30,1.437,7962.220,29.560,105.02,96.90,92.94,93.98,101.14,96.96,96.45,98.62
2010/3/31,1.443,7920.060,29.610,104.64,96.69,92.82,92.62,100.83,96.53,96.92,98.19
2010/4/1,1.436,8013.090,29.240,105.53,97.42,95.81,93.97,103.01,97.99,97.27,98.52
2010/4/6,1.446,8089.650,28.800,106.13,99.33,96.38,94.10,104.06,99.71,97.46,99.54
2010/4/7,1.440,8121.780,29.040,107.34,99.16,97.65,94.43,105.09,99.60,98.70,99.48
2010/4/8,1.437,8057.600,29.250,106.75,99.44,99.71,94.92,103.99,97.68,97.73,98.13
2010/4/9,1.442,8092.030,29.150,106.96,99.78,99.99,95.63,105.63,98.09,97.56,98.77
2010/4/12,1.443,8117.750,27.020,107.41,102.02,100.73,95.66,104.85,98.54,97.92,98.82
2010/4/13,1.442,8029.730,27.260,106.83,101.58,98.12,93.95,104.71,97.63,97.47,98.26
2010/4/14,1.442,8097.130,27.140,107.60,102.17,99.71,94.70,107.87,98.80,97.95,99.67
2010/4/15,1.441,8171.940,26.900,108.73,102.79,100.41,95.14,110.22,99.59,98.27,100.39
2010/4/16,1.443,8111.570,27.160,108.50,102.69,101.26,94.23,110.45,97.85,97.96,100.18
2010/4/19,1.439,7854.220,29.020,104.84,98.93,96.21,90.40,105.86,95.42,96.66,96.74
2010/4/20,1.442,7900.420,27.800,104.80,97.89,95.46,90.82,106.10,95.94,97.14,99.41
2010/4/21,1.447,7990.530,27.670,105.53,98.49,96.61,91.45,106.26,97.12,97.44,100.84
2010/4/22,1.441,7978.690,27.650,104.84,96.97,94.97,90.39,105.76,96.97,97.60,100.70
2010/4/23,1.449,8004.890,26.680,104.55,97.38,94.64,90.51,107.12,97.38,97.75,101.25
2010/4/26,1.454,8158.140,28.020,107.31,98.91,95.63,92.83,108.59,99.45,98.82,102.93
2010/4/27,1.445,8146.440,30.340,107.77,99.09,94.75,92.53,108.51,99.11,98.90,103.09
2010/4/28,1.439,8081.550,30.680,107.19,98.12,93.62,90.79,109.49,97.54,98.42,102.90
2010/4/29,1.438,8054.050,29.530,106.76,98.26,94.43,90.59,109.30,96.41,98.47,102.88
2010/4/30,1.437,8004.250,30.250,106.95,97.60,93.56,91.06,108.56,95.48,98.82,101.16
2010/5/3,1.438,7952.170,30.180,106.01,97.09,93.54,90.49,104.85,95.15,98.99,100.12
2010/5/4,1.439,7930.770,32.670,105.71,96.51,92.61,90.39,102.80,94.73,99.52,100.43
2010/5/5,1.439,7696.900,35.610,102.59,93.37,89.76,88.35,101.27,91.91,98.02,97.03
2010/5/6,1.439,7579.480,39.730,101.31,91.54,88.42,87.75,100.05,90.83,96.89,96.00
2010/5/7,1.428,7567.100,42.610,101.28,91.29,87.94,86.74,99.92,91.00,96.48,96.41
2010/5/10,1.434,7664.730,40.050,102.56,92.84,89.99,87.38,100.90,92.25,97.25,97.35
2010/5/11,1.429,7608.440,38.870,101.22,91.49,88.68,86.85,101.01,91.94,96.48,97.64
2010/5/12,1.430,7602.700,36.960,101.08,91.90,88.84,87.63,101.56,91.38,96.88,97.61
2010/5/13,1.431,7770.570,36.460,103.16,93.08,91.01,90.70,103.60,93.22,98.36,99.23
2010/5/14,1.429,7772.130,40.460,103.42,92.35,90.81,90.43,104.81,93.23,97.97,100.17
2010/5/17,1.419,7598.720,41.130,102.11,90.86,88.29,88.25,104.67,90.45,97.47,98.07
2010/5/18,1.415,7585.300,42.960,101.96,91.19,88.32,88.70,105.11,89.92,98.16,98.20
2010/5/19,1.409,7559.160,44.030,101.12,90.70,89.52,88.43,105.42,89.34,98.65,98.40
2010/5/20,1.407,7424.430,46.460,98.91,89.11,87.20,86.64,103.32,87.91,97.91,96.64
2010/5/21,1.386,7237.710,44.570,96.38,86.67,84.17,84.01,101.31,86.70,96.56,92.66
2010/5/24,1.378,7322.730,44.900,96.83,86.83,86.53,84.73,105.02,87.55,97.80,94.10
2010/5/25,1.364,7086.370,45.800,92.96,84.29,83.65,81.74,104.55,85.57,96.13,90.73
2010/5/26,1.344,7167.350,43.450,91.97,84.75,84.66,83.33,103.94,86.87,96.50,92.32
2010/5/27,1.354,7243.160,40.700,93.29,85.79,86.43,83.68,104.21,87.72,96.52,93.95
2010/5/28,1.379,7295.320,40.490,94.13,86.51,87.08,84.03,105.05,88.03,97.22,94.51
2010/6/1,1.388,7289.330,46.060,93.26,86.07,87.29,83.28,105.42,89.05,97.25,94.73
2010/6/2,1.390,7195.710,42.920,92.02,84.94,86.42,82.61,104.99,88.52,96.15,93.21
2010/6/3,1.401,7360.280,41.720,93.81,86.25,87.54,84.56,107.53,90.66,97.14,95.41
2010/6/4,1.429,7344.590,47.150,93.84,86.04,87.03,83.80,107.37,90.63,97.23,95.32
2010/6/7,1.419,7157.830,46.780,91.83,84.47,84.79,81.59,106.72,88.38,96.37,92.27
2010/6/8,1.435,7151.990,43.850,92.59,84.51,85.27,81.84,108.90,87.74,97.29,91.43
2010/6/9,1.433,7071.670,42.550,91.44,83.23,84.71,80.49,108.63,86.92,96.58,90.50
2010/6/10,1.443,7181.770,38.910,92.66,84.43,85.94,81.84,109.17,87.98,97.39,91.87
2010/6/11,1.455,7299.490,39.370,94.15,85.36,87.07,84.03,110.78,89.43,98.47,93.34
2010/6/14,1.479,7387.400,39.720,96.14,86.60,87.65,85.75,111.91,90.09,98.93,94.38
2010/6/15,1.484,7454.060,37.720,96.77,87.12,88.03,86.98,111.46,90.39,99.87,95.47
2010/6/17,1.468,7515.780,36.290,98.69,87.68,88.60,87.18,112.28,91.09,100.06,97.01
2010/6/18,1.455,7493.110,35.250,97.65,86.78,88.27,86.93,111.39,91.19,100.40,97.28
2010/6/21,1.456,7635.560,35.360,99.05,87.61,91.89,89.15,115.28,92.29,101.02,99.17
2010/6/22,1.450,7612.680,35.470,98.84,87.71,92.14,88.96,116.33,91.72,100.52,99.70
2010/6/23,1.433,7582.150,36.760,98.32,87.19,92.15,88.37,117.05,91.41,100.40,99.66
2010/6/24,1.425,7589.890,37.410,98.29,88.12,91.94,88.76,118.19,91.06,100.36,98.97
2010/6/25,1.469,7474.710,35.820,96.21,86.59,88.54,88.89,115.82,89.40,99.34,97.03
2010/6/28,1.459,7500.790,36.710,97.33,86.67,88.43,90.84,114.51,89.12,99.80,97.46
2010/6/29,1.434,7423.570,39.160,96.18,85.74,88.08,89.21,111.25,88.14,99.49,96.83
2010/6/30,1.404,7329.370,39.500,96.20,84.86,87.55,87.71,113.56,86.90,99.97,94.94
2010/7/1,1.402,7254.060,41.220,94.80,84.23,87.12,86.71,110.47,85.53,100.46,94.55
2010/7/2,1.410,7330.740,39.190,95.26,84.69,87.81,89.85,111.69,85.86,101.89,95.86
2010/7/6,1.386,7548.480,40.240,99.21,86.81,89.26,92.39,114.65,87.41,104.40,99.13
2010/7/7,1.393,7534.460,37.750,99.48,86.41,89.72,92.00,115.92,86.92,104.71,99.55
2010/7/8,1.419,7608.850,35.780,98.95,87.09,89.79,91.99,117.59,88.09,106.47,101.24
2010/7/9,1.425,7647.250,34.570,99.67,86.98,89.24,92.54,117.98,88.73,106.64,102.47
2010/7/12,1.425,7639.550,33.200,99.40,86.91,88.84,92.16,116.95,88.07,108.18,101.74
2010/7/13,1.432,7597.420,32.870,98.53,86.63,88.01,91.98,116.28,87.54,107.24,101.73
2010/7/14,1.443,7714.510,33.160,100.15,87.05,88.34,94.02,118.04,89.17,107.86,101.70
2010/7/15,1.439,7704.520,33.240,99.81,86.80,88.74,94.52,118.40,88.55,108.54,101.42
2010/7/16,1.421,7664.570,34.130,99.75,86.14,89.68,95.51,120.75,87.92,108.11,99.30
2010/7/19,1.417,7649.830,34.030,98.78,87.69,90.75,94.85,119.72,88.33,108.47,100.02
2010/7/20,1.408,7712.030,32.430,99.70,87.74,90.74,94.92,120.74,89.07,109.42,102.38
2010/7/21,1.399,7701.290,33.880,100.15,87.58,90.06,94.11,122.15,89.17,108.78,102.08
2010/7/22,1.394,7666.340,33.590,99.65,88.89,89.43,93.51,121.47,88.74,108.50,100.79
2010/7/23,1.391,7761.220,32.440,101.08,89.60,90.91,94.14,121.68,89.88,109.18,102.00
2010/7/26,1.392,7787.450,33.070,100.62,89.79,90.24,94.37,121.94,89.96,110.09,102.29
2010/7/27,1.387,7748.010,32.910,98.82,89.56,89.87,93.40,121.98,89.92,109.93,102.21
2010/7/28,1.388,7784.810,33.790,99.61,89.56,92.11,94.40,123.70,89.18,109.41,102.48
2010/7/29,1.381,7798.990,31.570,100.67,89.96,91.47,94.50,124.24,88.30,111.88,101.64
2010/7/30,1.364,7760.630,31.520,99.86,89.63,90.88,94.41,124.22,87.63,112.90,100.89
2010/8/2,1.354,7911.680,31.620,101.34,91.03,92.14,97.83,127.24,88.04,114.75,102.97
2010/8/3,1.361,7957.530,32.090,102.22,92.69,93.62,98.39,129.66,88.17,113.49,103.16
2010/8/4,1.353,7972.660,31.760,103.34,92.76,93.38,98.97,130.58,88.03,113.59,103.14
2010/8/5,1.335,7936.850,31.320,103.17,92.40,93.45,98.84,131.50,87.74,114.47,102.00
2010/8/6,1.329,7963.300,30.900,104.10,92.19,93.85,99.13,132.53,87.21,114.85,101.34
2010/8/9,1.321,8034.490,31.310,105.01,93.07,94.42,101.72,138.22,87.86,114.45,101.70
2010/8/10,1.327,7976.740,32.080,104.90,92.62,93.41,100.75,137.15,87.37,112.81,101.25
2010/8/11,1.321,7895.030,34.180,104.73,92.10,92.49,98.28,133.31,87.47,111.72,100.06
2010/8/12,1.292,7829.790,34.840,103.81,91.63,92.83,98.18,131.51,86.83,109.00,98.72
2010/8/13,1.279,7891.580,34.620,105.08,92.12,95.03,98.47,131.52,87.12,109.93,100.50
2010/8/16,1.272,7941.220,35.410,105.49,91.89,95.00,98.83,136.12,87.22,111.85,101.04
2010/8/17,1.265,7931.090,33.560,105.03,91.34,96.98,98.24,137.32,86.62,111.65,100.97
2010/8/18,1.253,7924.100,33.900,105.11,91.61,98.93,97.49,137.10,86.44,111.92,102.36
2010/8/19,1.251,7928.940,34.180,105.43,91.59,98.44,95.59,136.26,87.21,111.73,103.62
2010/8/20,1.253,7927.310,33.730,105.55,91.06,100.92,96.11,136.46,86.71,112.17,102.88
2010/8/23,1.243,7975.930,33.560,106.91,91.19,102.99,98.19,136.58,86.63,113.63,102.67
2010/8/24,1.233,7940.640,34.840,106.65,91.14,102.13,98.04,137.86,85.95,113.21,102.72
2010/8/25,1.201,7736.980,33.240,104.33,89.11,97.80,94.65,132.22,83.83,112.20,99.20
2010/8/26,1.186,7689.740,33.080,104.59,88.91,97.46,93.21,130.60,83.82,112.01,97.71
2010/8/27,1.189,7722.910,32.130,105.30,90.19,100.05,94.06,130.99,83.67,111.89,99.18
2010/8/30,1.240,7741.200,32.990,105.53,90.35,100.25,94.78,133.54,83.59,112.08,98.20
2010/8/31,1.144,7616.280,34.510,104.94,90.05,98.31,94.15,134.01,82.34,109.84,97.13
2010/9/1,1.138,7668.250,33.250,105.69,90.29,102.32,94.79,133.58,82.64,111.42,98.33
2010/9/2,1.146,7720.820,32.660,106.71,90.56,101.83,95.17,133.06,83.61,111.20,99.27
2010/9/3,1.180,7830.210,32.110,107.12,91.05,100.28,95.83,135.60,85.70,113.05,100.64
2010/9/7,1.212,7884.400,33.280,108.32,95.50,101.55,96.00,140.69,85.98,114.87,100.77
2010/9/8,1.193,7851.310,32.820,108.27,94.16,100.75,95.42,137.86,85.00,114.85,101.30
2010/9/9,1.195,7835.540,31.810,107.70,93.91,99.46,94.87,137.55,84.98,115.80,100.71
2010/9/10,1.227,7890.110,31.370,108.40,94.27,99.32,95.93,138.84,85.65,116.57,101.19
2010/9/13,1.242,8091.300,31.720,111.13,95.35,102.10,99.11,143.29,87.21,120.30,103.18
2010/9/14,1.237,8132.600,32.070,111.26,95.57,102.88,99.35,142.38,87.76,122.45,103.42
2010/9/15,1.224,8163.820,31.970,111.91,95.56,104.56,100.04,143.07,87.89,121.49,103.75
2010/9/16,1.230,8099.750,31.690,111.10,95.16,104.10,99.14,141.72,87.04,121.34,102.94
2010/9/17,1.230,8158.330,31.080,111.70,95.11,104.81,99.97,144.74,87.75,122.47,103.42
2010/9/20,1.252,8186.960,31.850,112.58,96.33,105.46,100.07,146.95,88.00,121.94,103.75
2010/9/21,1.246,8196.400,32.810,112.45,96.11,104.17,100.31,146.78,88.40,121.31,104.09
2010/9/23,1.200,8202.540,31.400,112.65,95.86,102.61,100.89,151.53,86.97,122.33,104.84
2010/9/24,1.194,8166.620,29.880,112.62,95.29,103.02,100.82,150.34,86.26,121.80,104.30
2010/9/27,1.210,8191.540,30.870,113.04,95.62,103.33,101.17,150.41,86.80,122.12,103.97
2010/9/28,1.202,8189.440,30.820,112.99,95.33,102.73,100.34,149.69,86.94,121.86,104.71
2010/9/29,1.202,8240.890,30.800,112.79,95.46,103.79,100.66,148.87,87.75,122.21,105.85
2010/9/30,1.200,8237.780,30.040,112.77,95.34,103.83,100.01,148.15,88.02,122.38,105.96
2010/10/1,1.191,8244.180,30.460,113.47,95.20,104.76,100.30,147.25,88.21,122.22,105.90
2010/10/4,1.175,8246.100,31.370,114.32,95.33,106.07,101.58,150.92,86.79,121.09,104.55
2010/10/5,1.180,8200.430,31.880,113.56,94.99,107.04,100.98,148.85,85.85,121.04,103.78
2010/10/6,1.171,8284.030,30.930,113.95,95.99,110.84,102.09,150.00,86.37,122.30,103.50
2010/10/7,1.173,8283.920,32.290,114.08,96.01,109.50,102.68,150.34,86.10,123.08,103.48
2010/10/8,1.176,8244.190,32.220,113.59,95.11,108.89,101.56,147.41,86.14,123.27,102.98
2010/10/11,1.181,8176.760,33.260,112.22,93.91,106.50,100.40,144.00,85.71,123.07,102.22
2010/10/12,1.179,8090.220,33.260,110.96,92.82,106.06,99.21,143.64,84.73,121.69,101.63
2010/10/13,1.184,8106.660,33.190,112.51,92.93,106.70,99.28,146.31,84.91,120.30,101.39
2010/10/14,1.191,8215.450,32.460,117.11,93.15,106.49,100.38,146.86,85.59,121.48,101.66
2010/10/15,1.215,8205.300,33.420,118.52,93.21,106.06,100.40,143.34,84.75,120.92,100.39
2010/10/18,1.224,8060.540,32.200,116.67,92.17,103.29,98.39,140.35,82.97,118.20,99.40
2010/10/19,1.231,8046.230,33.990,116.16,91.89,103.93,98.25,137.07,83.36,119.06,98.52
2010/10/20,1.231,8124.620,32.390,117.56,91.85,104.25,98.17,138.84,84.47,121.09,101.02
2010/10/21,1.216,8131.230,33.650,118.70,91.64,104.45,97.85,141.67,84.11,122.06,100.39
2010/10/22,1.227,8168.060,32.450,119.78,91.64,104.55,98.02,140.58,84.72,121.56,100.51
2010/10/25,1.231,8306.980,33.050,122.27,92.20,105.44,99.49,140.91,85.72,121.81,102.01
2010/10/26,1.243,8343.230,31.890,124.44,92.51,105.68,99.79,139.48,86.02,121.91,101.76
2010/10/27,1.267,8291.040,32.000,124.45,91.74,105.64,98.87,139.67,85.25,121.69,100.47
2010/10/28,1.272,8354.050,31.560,123.92,92.11,105.67,99.44,139.19,86.69,123.81,102.12
2010/10/29,1.251,8287.090,32.120,121.35,91.80,105.26,98.75,138.81,86.35,122.55,102.33
2010/11/1,1.273,8379.750,32.830,123.03,92.30,106.17,100.14,140.90,87.11,125.43,103.14
2010/11/2,1.277,8344.760,33.330,122.55,92.14,107.95,100.40,139.40,86.29,125.06,101.57
2010/11/3,1.267,8293.900,31.890,122.22,92.43,107.06,99.86,139.33,86.26,125.37,99.98
2010/11/4,1.262,8357.850,30.780,123.28,92.38,109.27,100.42,141.85,86.96,126.22,100.34
2010/11/5,1.281,8449.340,29.860,127.12,93.56,113.94,101.80,145.09,87.28,127.13,100.95
2010/11/8,1.282,8430.580,30.820,129.33,93.29,116.28,102.07,147.63,85.66,128.20,99.70
2010/11/9,1.286,8445.630,30.930,129.75,94.34,114.85,101.54,147.78,86.35,129.84,99.81
2010/11/10,1.291,8450.630,30.250,128.80,95.86,114.09,100.96,145.98,86.42,129.87,100.53
2010/11/11,1.306,8436.950,30.270,127.52,95.01,114.97,101.45,146.92,86.26,128.41,101.03
2010/11/12,1.299,8316.050,30.920,124.81,93.86,113.14,99.22,144.16,85.26,127.58,100.35
2010/11/15,1.326,8240.650,31.130,122.57,92.61,108.97,97.90,141.22,86.05,128.07,100.27
2010/11/16,1.338,8312.210,33.430,125.00,93.20,110.91,98.22,141.25,86.51,129.47,100.59
2010/11/17,1.325,8255.540,33.690,123.64,92.78,110.56,97.00,140.44,85.87,128.73,100.33
2010/11/18,1.350,8283.450,31.490,124.15,92.85,111.37,97.47,142.22,85.45,129.35,100.96
2010/11/19,1.357,8306.120,30.640,123.66,92.98,111.63,97.20,142.92,85.87,131.88,101.83
2010/11/22,1.368,8374.910,30.840,123.66,93.18,113.87,97.67,143.08,86.76,134.10,102.84
2010/11/23,1.344,8328.630,31.600,122.88,92.85,112.36,96.88,142.12,86.59,133.05,101.77
2010/11/24,1.360,8297.050,30.030,123.15,92.72,112.55,96.44,142.04,86.34,130.79,101.42
2010/11/26,1.395,8312.150,28.820,122.13,91.45,110.44,96.60,139.45,87.68,130.50,103.33
2010/11/29,1.405,8367.170,30.750,122.98,91.93,113.89,97.14,142.35,87.68,131.53,104.43
2010/11/30,1.399,8372.480,31.890,123.40,91.94,114.68,96.79,144.64,87.35,132.04,104.89
2010/12/1,1.404,8520.110,31.170,125.79,92.15,117.83,101.04,146.48,88.49,133.08,107.12
2010/12/2,1.416,8585.770,30.900,125.96,92.61,117.53,102.35,148.51,90.11,134.82,107.92
2010/12/3,1.414,8624.010,31.700,126.07,92.60,115.14,102.02,147.46,92.73,133.97,107.36
2010/12/6,1.409,8702.230,31.500,127.61,93.20,116.84,104.21,150.88,92.73,133.73,107.08
2010/12/7,1.413,8704.390,32.170,127.76,93.67,117.07,104.43,151.44,92.29,132.93,107.72
2010/12/8,1.449,8703.790,30.960,127.58,93.81,117.36,103.53,150.10,92.33,133.65,108.04
2010/12/9,1.457,8753.840,30.410,127.66,94.80,116.20,103.96,149.49,94.49,133.92,108.90
2010/12/10,1.453,8718.830,30.360,126.21,94.32,112.68,103.30,149.51,94.09,135.03,109.11
2010/12/13,1.476,8736.590,29.250,126.46,94.03,113.37,103.44,149.56,94.11,134.73,109.79
2010/12/14,1.479,8740.430,29.000,127.07,94.60,114.42,102.75,151.05,93.55,134.97,109.30
2010/12/15,1.523,8756.710,28.460,129.48,95.03,115.68,103.19,150.02,93.93,134.06,107.90
2010/12/16,1.499,8782.200,27.930,129.52,95.05,117.61,103.37,150.72,94.86,134.12,107.70
2010/12/17,1.492,8817.900,26.820,129.88,95.53,117.23,104.66,150.46,96.70,134.28,107.27
2010/12/20,1.471,8768.720,26.610,128.87,96.55,116.59,104.61,152.37,94.93,133.53,107.25
2010/12/21,1.471,8827.790,25.830,128.90,97.63,117.42,105.44,153.05,95.31,134.37,107.80
2010/12/22,1.478,8860.490,25.500,128.85,97.46,116.85,105.62,152.39,95.28,136.62,108.39
2010/12/23,1.472,8898.870,25.420,129.55,97.07,118.49,105.88,151.95,95.23,136.97,109.94
2010/12/27,1.541,8892.310,27.480,129.51,97.61,118.14,108.97,151.30,94.02,136.40,108.46
2010/12/28,1.570,8870.760,27.880,129.53,97.32,117.99,108.67,150.80,94.01,135.89,108.52
2010/12/29,1.597,8866.350,27.780,129.08,97.35,118.03,112.55,151.57,93.12,134.65,107.35
2010/12/30,1.572,8907.910,29.270,129.62,97.54,118.38,112.05,151.92,93.37,135.67,108.15
2010/12/31,1.536,8972.500,29.480,130.27,98.62,120.32,114.77,152.79,94.30,135.85,107.99
2011/1/3,1.526,9025.300,28.210,131.09,101.29,122.51,117.74,154.07,94.00,136.41,106.58
2011/1/4,1.526,8997.190,30.260,131.44,100.73,122.36,114.58,152.23,94.65,136.24,106.35
2011/1/5,1.510,8846.310,29.320,129.22,99.89,123.82,112.63,149.85,93.06,134.30,105.07
2011/1/6,1.488,8883.210,30.210,129.54,99.83,125.28,114.13,148.01,94.18,135.12,106.04
2011/1/7,1.484,8782.720,29.640,126.69,97.98,120.66,111.02,144.80,94.40,133.48,106.41
2011/1/10,1.493,8817.880,29.090,127.40,98.85,119.04,112.27,144.48,95.43,133.46,105.54
2011/1/11,1.482,8931.360,28.010,128.32,99.68,119.77,113.99,147.53,96.93,134.28,107.15
2011/1/12,1.482,8965.000,27.530,128.98,99.22,121.84,116.10,148.59,97.82,132.64,106.67
2011/1/13,1.460,8975.580,27.730,129.48,99.80,120.03,116.66,147.60,97.73,131.60,107.36
2011/1/14,1.448,8972.510,26.500,130.43,99.30,119.92,116.48,145.41,97.72,130.45,108.24
2011/1/18,1.455,8988.000,26.520,131.85,98.63,117.21,116.31,143.43,99.97,132.80,108.30
2011/1/19,1.450,9086.020,27.280,134.10,98.93,118.53,116.87,145.05,101.49,134.40,109.55
2011/1/20,1.440,9022.170,27.400,133.14,98.22,117.62,116.50,145.61,100.14,134.68,108.38
2011/1/21,1.422,8954.380,26.530,133.07,98.02,116.85,115.64,143.56,98.86,134.37,107.77
2011/1/24,1.401,8947.790,27.100,132.91,97.84,115.79,116.07,141.69,98.99,135.07,106.81
2011/1/25,1.381,8991.390,29.980,133.67,97.72,116.47,117.51,141.92,99.09,137.69,107.08
2011/1/26,1.375,9055.590,28.000,133.83,99.66,116.47,117.59,143.36,99.23,139.77,107.39
2011/1/27,1.375,9102.330,29.790,134.38,99.72,116.00,117.70,141.84,100.49,141.71,108.65
2011/1/28,1.375,9145.350,33.260,137.39,100.45,114.52,118.64,142.10,100.91,141.89,107.76
2011/2/8,1.416,9111.460,31.070,140.91,104.04,114.31,117.71,140.86,99.07,142.91,104.53
2011/2/9,1.449,9006.820,30.290,140.23,103.30,115.52,116.41,142.82,96.51,143.20,102.66
2011/2/10,1.442,8836.560,29.860,137.68,101.51,114.31,111.93,139.33,95.24,138.57,102.35
2011/2/11,1.411,8609.860,29.580,135.25,99.28,110.84,107.13,134.68,93.29,135.81,100.15
2011/2/14,1.381,8685.470,30.120,134.98,100.00,110.92,107.99,134.31,94.88,136.96,101.56
