Date,Rf,TWII,OVX,Plastic_Chemical,Iron_Steel,Building Materials_Construction,Finance_Insurance,Trading_Consumer Goods,Semiconductors ,Communications Technology_Internet ,Electronic Parts_Components
2016/4/20,0.852,8514.480,43.670,115.42,73.66,81.58,102.74,147.18,132.98,110.92,88.21
2016/4/21,0.861,8568.650,43.760,115.53,74.98,81.42,103.07,149.29,134.69,111.60,89.06
2016/4/22,0.859,8535.750,41.970,115.41,74.94,81.39,103.33,146.90,134.10,111.63,88.50
2016/4/25,0.863,8560.280,44.240,115.50,75.22,80.89,103.78,147.96,134.57,112.36,88.79
2016/4/26,0.865,8581.570,43.510,115.20,75.97,80.97,104.25,147.66,135.37,111.78,89.02
2016/4/27,0.870,8563.050,43.640,115.82,76.51,80.88,103.97,147.04,134.46,112.02,88.82
2016/4/28,0.859,8473.870,42.840,115.05,75.54,80.69,102.84,144.69,131.90,111.08,87.85
2016/4/29,0.860,8377.900,42.520,113.48,74.08,80.07,103.04,144.89,129.27,110.69,87.54
2016/5/3,0.855,8294.120,45.780,112.08,73.55,78.96,102.95,142.64,126.89,111.67,86.18
2016/5/4,0.844,8185.470,44.760,109.97,70.04,78.66,101.91,142.41,125.68,111.73,84.56
2016/5/5,0.835,8167.960,44.820,109.77,69.45,78.46,101.15,143.43,125.90,110.61,84.82
2016/5/6,0.830,8146.430,42.470,109.75,69.64,78.15,100.30,142.79,125.81,110.62,84.32
2016/5/9,0.834,8131.830,44.140,109.84,69.30,77.51,99.95,142.33,125.65,110.75,84.22
2016/5/10,0.813,8156.290,42.280,109.96,68.35,78.06,100.31,142.93,125.72,112.03,84.42
2016/5/11,0.810,8135.560,42.020,110.49,68.13,77.99,99.55,143.97,125.58,111.58,84.03
2016/5/12,0.799,8108.050,41.500,110.17,68.36,77.05,99.48,146.07,124.83,111.84,82.94
2016/5/13,0.807,8053.690,41.570,108.98,66.94,76.58,99.01,146.58,123.42,111.85,82.60
2016/5/16,0.809,8067.600,42.030,109.03,66.39,76.14,98.99,149.24,124.21,111.47,82.43
2016/5/17,0.822,8140.480,42.750,109.97,66.79,76.91,99.79,149.79,125.61,111.89,83.08
2016/5/18,0.837,8159.680,42.870,110.74,66.77,76.82,100.07,149.64,125.59,112.56,82.99
2016/5/19,0.861,8095.980,42.400,108.41,65.86,76.59,99.59,149.51,125.20,111.24,82.08
2016/5/20,0.856,8131.260,40.170,108.89,66.43,77.23,99.77,148.59,126.33,111.54,82.33
2016/5/23,0.843,8344.440,39.440,110.23,67.75,78.15,102.17,150.59,130.95,112.23,84.37
2016/5/24,0.836,8300.660,38.020,110.93,66.63,77.84,101.41,150.49,129.44,112.46,84.48
2016/5/25,0.836,8396.200,35.940,111.48,67.47,78.17,102.71,151.79,131.84,112.94,85.16
2016/5/26,0.837,8394.120,36.560,110.59,68.07,78.24,102.53,150.13,132.40,112.76,85.65
2016/5/27,0.827,8463.610,35.970,111.36,68.25,79.01,103.79,150.88,134.09,113.44,85.70
2016/5/31,0.829,8535.590,38.080,112.47,67.84,79.06,104.93,154.39,134.54,113.79,87.80
2016/6/1,0.814,8597.160,40.000,112.46,69.66,79.45,105.58,155.73,136.16,114.07,88.58
2016/6/2,0.817,8556.020,36.640,112.13,68.89,80.75,105.34,154.04,135.80,114.20,87.23
2016/6/3,0.811,8587.360,34.810,112.27,69.34,80.71,105.29,153.99,136.80,115.39,87.78
2016/6/6,0.791,8597.110,35.610,111.51,69.56,80.62,105.02,153.46,137.37,115.72,87.89
2016/6/7,0.792,8679.900,36.190,113.33,70.25,80.85,105.83,152.69,138.39,116.00,88.54
2016/6/8,0.789,8715.480,35.170,113.34,70.74,81.02,106.16,153.03,140.32,117.01,88.63
2016/6/13,0.766,8536.220,42.720,110.62,68.69,80.08,104.07,149.69,136.79,115.53,87.16
2016/6/14,0.767,8576.120,43.070,110.47,69.08,80.48,105.02,150.38,136.64,116.21,87.93
2016/6/15,0.778,8606.370,42.580,111.09,68.96,80.59,105.21,150.21,137.44,116.59,87.76
2016/6/16,0.771,8494.140,44.490,109.44,68.23,80.33,103.30,150.08,135.61,115.24,86.93
2016/6/17,0.785,8568.080,41.350,109.63,68.78,80.51,104.53,151.49,137.63,115.91,87.99
2016/6/20,0.794,8625.920,38.990,110.54,69.30,80.90,105.19,151.11,138.02,116.72,88.44
2016/6/21,0.795,8684.850,40.370,111.09,69.75,81.15,105.70,151.89,139.61,116.57,88.64
2016/6/22,0.805,8716.250,43.250,111.88,69.68,81.24,105.79,155.70,139.89,116.93,89.38
2016/6/23,0.803,8676.680,40.100,111.13,69.72,80.96,105.35,155.34,138.45,116.45,89.19
2016/6/24,0.781,8476.990,43.330,109.04,68.23,79.65,102.78,151.58,134.54,115.08,87.07
2016/6/27,0.752,8458.870,42.850,109.39,68.13,80.23,101.39,151.59,133.01,115.49,87.75
2016/6/28,0.744,8505.510,40.180,109.75,67.98,80.65,101.81,154.00,134.26,116.59,87.74
2016/6/29,0.752,8586.560,38.290,110.59,69.29,81.70,102.55,154.26,136.03,117.51,88.89
2016/6/30,0.760,8666.580,38.090,111.38,69.32,81.81,103.29,154.93,138.60,118.66,88.99
2016/7/1,0.734,8738.240,36.180,112.27,68.85,81.18,103.56,157.13,140.44,119.97,89.36
2016/7/5,0.724,8716.070,40.080,112.66,69.67,81.54,103.60,155.51,139.23,119.64,89.79
2016/7/6,0.681,8575.750,41.430,110.15,68.77,81.00,101.91,154.93,136.86,118.75,88.65
2016/7/7,0.694,8640.910,43.240,110.78,69.33,81.00,101.75,155.52,138.87,119.52,89.04
2016/7/11,0.672,8786.470,42.510,111.78,70.01,81.27,103.02,157.31,142.99,122.52,89.89
2016/7/12,0.677,8841.460,39.670,113.33,69.92,81.07,103.75,157.99,143.39,121.92,89.99
2016/7/13,0.676,8857.750,43.100,112.85,71.62,79.81,104.98,158.34,142.14,121.05,90.46
2016/7/14,0.660,8866.360,38.300,112.88,74.53,79.78,105.56,158.35,142.54,119.89,91.52
2016/7/15,0.677,8949.850,36.660,113.80,74.39,79.82,107.05,159.03,142.70,121.69,92.62
2016/7/18,0.680,9008.210,38.150,114.76,74.44,79.80,108.01,162.06,142.78,122.45,93.20
2016/7/19,0.669,9034.870,37.200,114.32,74.23,79.45,108.80,162.16,143.52,122.25,93.55
2016/7/20,0.672,9007.680,37.020,114.14,73.40,79.59,108.24,156.19,143.03,121.74,93.66
2016/7/21,0.670,9056.560,38.130,114.21,74.57,79.76,108.54,155.54,144.43,119.99,94.11
2016/7/22,0.655,9013.140,38.850,114.19,74.39,79.89,108.00,156.09,143.70,118.33,93.47
2016/7/25,0.668,8991.670,40.970,114.04,74.36,79.79,107.97,156.00,143.88,117.83,93.21
2016/7/26,0.675,9024.790,41.270,114.20,73.32,80.16,108.16,160.00,145.27,117.96,93.40
2016/7/27,0.677,9063.390,41.600,113.74,73.40,79.91,108.24,160.40,146.67,118.38,93.34
2016/7/28,0.671,9076.640,42.930,113.60,73.48,79.62,108.59,160.93,147.49,118.23,93.05
2016/7/29,0.676,8984.410,41.080,112.46,72.60,78.88,107.49,160.37,145.00,116.31,93.45
2016/8/1,0.678,9080.710,44.220,113.26,73.32,78.83,108.08,161.24,148.11,117.71,94.50
2016/8/2,0.689,9068.760,45.700,113.21,73.97,78.99,107.74,161.39,147.68,117.68,95.46
2016/8/3,0.692,9001.710,44.640,112.86,73.24,78.68,107.33,157.85,145.44,117.77,94.83
2016/8/4,0.682,9024.710,43.100,113.02,73.23,78.60,107.57,156.75,146.64,117.80,94.68
2016/8/5,0.681,9092.120,41.500,113.98,73.71,78.80,108.31,159.11,148.38,118.01,95.56
2016/8/8,0.700,9150.260,41.140,114.51,73.93,79.04,109.68,158.39,148.95,119.49,96.19
2016/8/9,0.700,9155.080,39.760,114.44,74.66,78.96,110.25,158.41,149.10,119.60,95.76
2016/8/10,0.684,9200.420,39.320,115.09,74.79,79.79,111.24,160.39,149.79,119.89,95.74
2016/8/11,0.676,9131.830,39.290,114.77,74.38,80.15,110.52,160.02,147.84,119.54,94.69
2016/8/12,0.682,9150.390,37.780,115.08,74.54,80.23,110.89,160.26,148.47,119.03,94.76
2016/8/15,0.668,9148.510,37.280,115.24,73.90,79.94,109.85,159.40,149.07,119.05,95.50
2016/8/16,0.673,9110.360,37.450,114.75,74.43,79.74,109.96,159.42,147.16,118.55,95.24
2016/8/17,0.667,9117.700,35.120,114.06,74.63,80.61,110.20,160.27,147.96,117.87,95.19
2016/8/18,0.639,9122.500,36.750,114.30,75.59,80.25,110.85,160.05,147.46,117.74,95.00
2016/8/19,0.630,9034.270,34.880,113.18,74.80,79.66,109.24,158.80,146.20,116.97,93.62
2016/8/22,0.641,8981.810,36.410,112.79,74.73,78.41,107.70,157.97,145.08,116.95,93.75
2016/8/23,0.638,9030.930,37.530,113.61,75.11,78.52,108.65,156.34,145.87,117.46,94.09
2016/8/24,0.638,9017.380,37.460,113.11,74.46,78.75,107.64,157.76,145.45,118.30,94.31
2016/8/25,0.633,9115.470,36.760,113.56,74.08,79.21,109.34,157.71,148.04,118.87,95.00
2016/8/26,0.637,9131.720,36.050,113.77,74.20,79.23,109.59,158.85,148.18,119.21,95.02
2016/8/29,0.652,9110.170,36.720,113.89,73.50,79.47,109.97,157.29,147.79,118.32,94.37
2016/8/30,0.654,9110.560,38.030,113.72,73.93,79.94,110.98,157.36,147.03,118.14,94.86
2016/8/31,0.674,9068.850,39.500,112.89,72.90,79.50,109.98,157.27,147.79,117.06,93.76
2016/9/1,0.670,9001.150,41.220,111.50,72.25,78.96,108.87,153.92,146.00,116.24,94.21
2016/9/2,0.679,8987.550,38.640,112.09,72.73,78.84,109.45,157.11,146.23,116.27,93.39
2016/9/6,0.670,9181.850,39.850,114.25,74.32,79.34,111.69,158.22,149.79,117.49,96.35
2016/9/7,0.659,9259.070,38.630,115.15,74.93,79.43,112.18,159.64,152.74,117.84,96.63
2016/9/8,0.654,9262.890,38.210,115.10,74.80,79.83,112.79,161.11,152.18,117.72,96.96
2016/9/9,0.675,9164.880,39.720,113.64,74.05,79.60,111.56,160.91,149.73,117.08,95.77
2016/9/12,0.717,8947.060,39.160,111.39,72.50,78.34,109.56,155.47,146.09,115.47,91.90
2016/9/13,0.715,8940.830,41.100,111.01,72.05,78.05,109.06,155.21,146.09,115.23,92.54
2016/9/14,0.758,8902.300,42.470,110.36,71.52,78.14,108.51,153.64,145.09,114.65,91.13
2016/9/19,0.735,9152.880,39.660,112.90,71.93,78.47,110.74,156.11,151.05,116.31,95.05
2016/9/20,0.740,9161.580,40.990,112.72,72.81,78.41,110.81,155.12,151.41,115.39,95.24
2016/9/21,0.742,9228.500,39.850,113.82,73.19,80.27,111.38,157.11,152.28,116.07,95.54
2016/9/22,0.720,9235.260,41.570,114.13,73.58,80.00,111.36,155.79,153.10,116.21,95.07
2016/9/23,0.717,9284.620,43.890,114.87,73.72,80.08,111.82,156.48,154.55,116.38,95.65
2016/9/26,0.724,9194.520,44.900,114.46,72.91,79.73,110.73,155.74,151.55,116.19,95.40
2016/9/29,0.725,9270.900,42.050,115.04,73.99,79.90,111.79,156.38,153.03,116.27,96.09
2016/9/30,0.711,9166.850,39.310,113.94,73.36,79.68,110.35,155.75,150.87,115.41,95.48
2016/10/3,0.721,9234.200,38.040,114.19,73.73,79.42,110.39,156.70,153.26,115.93,95.95
2016/10/4,0.738,9287.770,37.660,114.93,73.74,79.42,111.16,155.36,154.13,116.31,96.31
2016/10/5,0.751,9272.280,36.650,114.61,73.05,79.60,110.85,155.32,153.81,116.54,96.58
2016/10/6,0.752,9284.310,35.920,114.88,73.30,79.36,110.65,154.55,154.64,116.61,96.34
2016/10/7,0.769,9265.810,36.600,115.53,73.17,79.23,110.11,155.12,154.66,115.92,95.72
2016/10/11,0.773,9219.820,38.080,115.06,73.01,78.56,109.80,153.71,154.34,116.04,94.02
2016/10/12,0.782,9252.600,39.050,115.20,72.49,78.31,110.74,153.99,155.48,116.07,93.94
2016/10/13,0.773,9219.170,37.220,115.48,72.32,78.23,109.76,153.48,154.63,115.77,93.89
2016/10/14,0.801,9165.170,35.550,115.11,72.40,77.66,109.40,153.01,153.99,115.20,93.05
2016/10/17,0.826,9176.220,34.880,115.13,72.32,77.48,109.21,151.64,153.45,115.74,93.68
2016/10/18,0.867,9222.580,36.370,116.31,72.92,77.76,110.13,153.18,153.85,115.91,94.05
2016/10/19,0.887,9283.990,32.720,118.30,73.66,77.74,110.32,154.19,155.27,115.35,94.82
2016/10/20,0.877,9317.240,32.480,119.97,74.33,77.74,110.36,154.57,155.77,115.14,95.16
2016/10/21,0.883,9306.570,32.510,119.58,74.12,77.64,110.32,152.77,154.52,115.71,94.98
2016/10/24,0.863,9322.500,32.790,119.21,74.43,77.87,110.10,152.26,156.14,115.99,95.18
2016/10/25,0.915,9385.650,33.930,119.77,74.68,77.60,110.59,153.36,157.59,115.60,96.12
2016/10/26,0.964,9362.250,35.390,120.09,75.96,77.48,110.31,152.25,156.61,115.56,95.53
2016/10/27,0.954,9299.550,35.860,119.52,75.72,77.45,110.11,150.61,154.67,115.03,95.13
2016/10/28,1.011,9306.920,37.760,120.01,75.42,77.13,110.33,150.90,155.13,114.79,95.42
2016/10/31,0.992,9290.120,40.960,119.72,75.90,77.53,110.16,149.69,154.71,113.48,95.09
2016/11/1,0.963,9272.700,40.080,119.46,75.66,77.09,110.02,149.43,155.13,113.60,94.63
2016/11/2,0.920,9139.040,40.860,118.19,74.48,75.77,109.37,148.76,152.66,112.73,93.11
2016/11/3,0.923,9067.270,41.490,117.86,74.61,75.45,108.64,148.46,151.54,112.36,92.39
2016/11/4,0.940,9068.150,43.690,118.22,75.10,75.54,109.00,148.26,151.33,111.95,91.93
2016/11/7,0.953,9189.840,44.200,118.77,76.78,75.56,109.50,148.02,154.16,112.83,92.91
2016/11/8,0.986,9217.430,43.560,119.77,78.76,75.73,110.37,149.21,153.70,113.68,92.91
2016/11/9,0.987,8943.200,41.250,116.81,77.46,73.90,107.50,148.18,148.39,112.04,89.46
2016/11/10,1.061,9152.180,42.440,120.01,81.37,75.18,110.75,152.28,151.29,112.56,92.20
2016/11/11,1.062,8957.760,45.310,117.65,81.35,74.95,111.15,150.10,147.89,109.96,89.34
2016/11/14,1.115,8940.400,50.170,117.16,81.27,75.01,113.62,147.93,147.21,108.79,89.23
2016/11/15,1.169,8931.030,49.430,116.99,81.67,76.83,113.12,149.59,146.70,107.89,89.21
2016/11/16,1.181,8962.220,50.090,118.27,80.60,76.39,113.37,149.72,146.93,109.36,89.06
2016/11/17,1.188,8995.260,47.370,118.45,81.21,76.17,113.41,150.41,148.13,109.50,88.77
2016/11/18,1.285,9008.790,46.560,117.97,80.62,76.43,112.84,150.04,148.36,109.85,89.41
2016/11/21,1.377,9041.110,45.710,118.39,81.99,76.61,114.06,149.79,148.58,109.74,89.35
2016/11/22,1.346,9133.390,46.690,120.03,82.13,76.59,114.34,152.40,150.90,110.20,90.28
2016/11/23,1.242,9178.230,47.540,120.72,82.16,76.55,114.62,153.59,151.82,111.42,91.12
2016/11/25,1.290,9159.070,53.460,120.39,83.26,76.78,117.28,154.46,149.71,111.42,90.44
2016/11/28,1.178,9222.240,52.560,121.38,84.66,77.93,117.90,153.59,151.06,111.83,90.48
2016/11/29,1.128,9192.380,55.090,121.61,84.36,78.38,116.88,153.31,149.62,111.91,90.70
2016/11/30,1.097,9240.710,44.250,122.55,83.30,80.78,117.08,153.64,150.12,112.00,91.22
2016/12/1,1.191,9263.530,40.450,123.30,82.79,80.40,118.20,153.99,150.37,111.12,91.02
2016/12/2,1.207,9189.490,35.510,123.42,83.18,80.30,118.34,152.66,147.19,110.48,90.25
2016/12/5,1.171,9160.660,37.000,122.34,82.93,79.65,117.93,151.69,147.47,110.75,89.93
2016/12/6,1.138,9250.770,37.110,123.23,83.81,79.75,118.62,152.25,149.69,110.86,90.60
2016/12/7,1.087,9263.890,36.050,123.46,84.13,79.98,118.53,153.05,149.50,110.98,91.06
2016/12/8,1.067,9375.860,35.030,124.56,85.06,80.34,119.80,153.80,152.34,111.23,92.41
2016/12/9,1.129,9392.680,35.210,125.19,84.60,80.48,120.22,153.00,152.69,110.46,92.55
2016/12/12,1.149,9349.940,30.300,125.70,84.77,79.18,120.08,150.39,152.04,109.88,92.33
2016/12/13,1.142,9382.140,31.350,125.54,85.29,79.62,120.97,150.58,152.42,109.64,92.39
2016/12/14,1.102,9368.520,33.970,124.88,85.06,79.39,119.45,151.56,153.36,109.39,92.75
2016/12/15,1.158,9360.350,33.580,123.61,84.75,79.48,120.78,150.40,153.23,109.23,92.35
2016/12/16,1.189,9326.780,29.180,124.19,84.05,79.34,120.75,149.85,151.99,108.42,92.21
2016/12/19,1.184,9239.320,29.230,123.45,82.82,79.63,119.62,148.92,150.15,107.38,91.69
2016/12/20,1.180,9242.410,27.430,123.80,84.30,79.41,119.51,149.04,149.99,107.73,92.07
2016/12/21,1.189,9204.260,28.390,124.12,83.41,79.05,118.92,148.68,148.24,107.21,92.21
2016/12/22,1.190,9118.750,30.290,121.94,82.34,78.11,116.80,148.23,147.59,107.10,90.89
2016/12/23,1.222,9078.640,29.900,120.72,81.33,78.12,116.48,147.57,147.30,106.68,90.33
2016/12/27,1.259,9109.270,30.000,120.66,80.43,77.99,117.10,147.35,148.04,106.92,90.32
2016/12/28,1.275,9201.400,29.910,122.21,81.86,78.22,118.42,148.59,149.60,107.20,91.44
2016/12/29,1.256,9153.090,30.010,121.80,81.18,78.02,117.47,147.74,148.24,107.33,91.42
2016/12/30,1.204,9253.500,30.830,123.05,81.61,79.21,118.65,149.39,149.46,108.16,92.37
2017/1/3,1.156,9272.880,32.880,123.69,81.13,78.96,118.67,150.06,150.38,108.75,92.20
2017/1/4,1.125,9286.960,32.360,124.13,81.87,78.96,118.70,148.33,150.37,110.12,92.36
2017/1/5,1.112,9358.140,31.560,125.23,82.33,78.98,119.61,149.44,151.06,111.01,93.21
2017/1/6,1.142,9372.220,30.470,125.32,81.99,79.14,119.81,147.84,151.68,109.98,93.76
2017/1/9,1.155,9342.420,33.730,125.00,81.57,79.15,119.61,148.49,151.39,109.12,93.42
2017/1/10,1.155,9349.640,33.610,124.05,81.62,79.02,119.90,148.95,151.35,109.23,93.29
2017/1/11,1.160,9345.740,32.950,123.95,82.97,79.05,120.09,148.28,150.22,109.42,94.29
2017/1/12,1.152,9410.180,32.370,125.41,83.10,79.38,120.54,150.18,151.97,109.53,95.97
2017/1/13,1.152,9378.830,30.730,125.53,83.31,79.15,119.92,149.20,150.03,109.92,95.71
2017/1/17,1.165,9354.530,31.250,124.87,82.87,78.73,118.85,150.38,149.71,110.11,95.56
2017/1/18,1.163,9341.970,31.240,123.40,83.43,79.13,118.24,148.93,149.79,109.79,95.48
2017/1/19,1.174,9318.120,30.880,123.06,83.42,79.11,117.84,149.13,149.49,109.13,95.72
2017/1/20,1.176,9331.460,29.190,123.53,83.36,79.15,118.05,148.30,149.65,109.06,96.26
2017/1/23,1.176,9424.050,30.790,124.67,83.98,79.40,118.81,150.15,152.38,109.35,97.64
2017/1/24,1.151,9447.950,29.590,125.04,84.17,80.08,118.78,151.24,152.70,109.42,98.10
2017/2/2,1.151,9428.970,29.390,124.91,85.22,80.77,118.09,149.82,152.37,107.33,98.00
2017/2/3,1.220,9455.560,28.110,125.40,85.94,81.59,117.91,150.54,152.70,107.55,99.10
2017/2/6,1.240,9538.010,29.370,126.51,85.94,85.09,120.04,150.56,153.14,108.46,99.88
2017/2/7,1.176,9554.560,29.610,127.61,85.74,84.61,120.44,151.34,153.37,108.50,99.74
2017/2/8,1.145,9543.250,29.090,127.34,84.59,84.40,120.08,150.85,152.79,108.33,100.11
2017/2/9,1.110,9590.180,28.250,127.57,85.13,84.61,120.25,150.75,153.53,108.45,99.95
2017/2/10,1.138,9665.590,26.430,129.42,86.31,84.21,121.33,150.62,154.43,108.86,100.02
2017/2/13,1.143,9710.320,26.990,130.37,86.42,84.45,121.55,150.41,156.06,108.89,100.61
2017/2/14,1.130,9718.780,27.490,130.09,86.88,84.26,121.75,149.92,156.05,109.20,100.95
2017/2/15,1.126,9799.760,27.750,132.17,89.19,85.64,122.42,151.73,157.16,109.56,101.23
2017/2/16,1.125,9771.250,27.370,130.54,88.15,85.32,122.71,152.26,157.19,109.61,100.96
2017/2/17,1.101,9759.760,25.290,130.20,87.83,85.55,122.36,152.24,157.93,109.84,100.77
2017/2/21,1.127,9763.930,25.790,129.27,88.35,85.14,122.12,150.95,158.24,110.17,100.58
2017/2/22,1.125,9778.780,27.090,128.97,88.62,85.70,121.96,150.28,157.41,110.02,101.17
2017/2/23,1.098,9769.310,25.790,128.59,88.39,85.78,121.37,150.23,157.30,110.83,101.11
2017/2/24,1.074,9750.470,25.720,128.42,87.66,85.81,121.18,150.38,157.76,110.94,101.25
2017/3/1,1.096,9674.780,24.670,126.27,87.86,85.75,120.83,150.05,155.68,110.65,100.71
2017/3/2,1.135,9691.800,25.940,125.76,88.10,85.86,121.55,150.15,155.58,110.79,100.70
2017/3/3,1.152,9648.210,25.590,124.90,87.18,86.36,121.10,149.76,154.15,111.26,100.30
2017/3/6,1.145,9682.630,26.960,125.18,87.51,86.07,121.89,150.01,154.05,111.27,100.70
2017/3/7,1.148,9738.070,26.460,126.78,88.27,86.62,122.01,150.63,155.62,111.56,101.24
2017/3/8,1.144,9753.450,31.740,126.23,87.54,86.46,122.70,150.55,156.55,111.69,101.49
2017/3/9,1.185,9658.610,31.980,124.06,86.60,85.85,122.20,149.78,154.67,111.52,100.79
2017/3/10,1.257,9627.890,33.450,123.27,86.15,85.29,122.63,149.05,153.82,111.39,99.30
2017/3/13,1.193,9697.340,32.390,123.29,86.48,85.87,123.42,152.41,155.96,111.73,100.41
2017/3/14,1.208,9744.210,33.190,123.80,86.44,86.08,123.71,154.47,155.91,112.02,101.62
2017/3/15,1.194,9740.310,30.080,123.98,86.93,85.96,123.92,154.79,156.11,111.73,101.55
2017/3/16,1.129,9837.830,28.630,125.97,87.29,86.52,124.09,157.21,158.67,112.35,102.36
2017/3/17,1.137,9908.690,27.450,126.20,87.96,87.49,124.67,157.17,160.12,113.02,103.87
2017/3/20,1.114,9912.970,28.110,126.33,88.07,87.41,124.71,158.13,160.35,114.04,103.94
2017/3/21,1.125,9972.490,30.570,126.87,87.97,87.59,124.67,159.19,162.64,114.39,104.07
2017/3/22,1.123,9922.660,30.050,126.24,87.43,88.40,124.19,157.20,161.69,113.48,103.72
2017/3/23,1.133,9930.740,29.790,125.95,87.26,89.57,124.63,157.64,161.93,113.62,103.84
2017/3/24,1.126,9902.980,30.990,125.82,86.58,89.85,124.20,158.71,161.12,113.74,103.29
2017/3/27,1.095,9876.770,30.780,125.77,86.26,88.97,123.55,156.06,161.24,113.97,102.23
2017/3/28,1.097,9876.450,29.920,125.48,86.06,89.03,123.10,155.96,162.00,113.76,101.96
2017/3/29,1.099,9856.250,28.540,125.31,85.96,89.03,123.40,155.90,160.34,113.21,102.20
2017/3/30,1.090,9848.150,27.820,124.77,86.22,88.94,123.05,156.27,160.61,113.30,102.09
2017/3/31,1.090,9811.520,27.590,124.59,85.79,88.99,122.63,157.24,158.66,112.72,101.82
2017/4/5,1.088,9949.480,27.730,125.79,87.18,89.00,122.99,160.78,161.48,113.79,102.94
2017/4/6,1.066,9897.800,26.790,125.21,86.57,89.00,122.65,159.60,160.48,113.98,103.12
2017/4/7,1.045,9873.370,27.460,124.72,85.77,88.55,121.88,160.66,160.07,114.47,102.59
2017/4/10,1.098,9882.540,26.710,125.51,86.56,88.29,122.25,160.01,159.56,113.69,102.81
2017/4/11,1.080,9832.420,27.270,125.36,86.38,87.26,121.46,160.48,159.55,113.34,101.83
2017/4/12,1.046,9817.680,26.920,124.96,86.53,87.22,121.47,159.49,159.22,113.01,102.49
2017/4/13,1.020,9836.680,26.020,125.35,85.33,87.54,121.38,158.98,159.36,113.13,103.18
2017/4/17,0.998,9716.400,25.800,123.99,83.95,86.17,119.56,157.14,156.56,113.06,101.42
2017/4/18,0.998,9746.560,26.880,124.47,83.90,87.08,119.38,157.66,157.13,113.00,102.00
2017/4/19,0.988,9639.940,29.810,122.74,81.34,86.10,118.05,157.09,155.86,111.41,101.58
2017/4/20,0.988,9632.690,27.960,122.17,80.68,86.43,118.45,158.93,155.90,110.97,101.53
2017/4/21,1.062,9717.410,30.060,122.92,81.82,86.28,119.11,158.78,158.01,111.57,103.18
2017/4/24,1.085,9717.950,29.880,122.78,81.78,86.23,119.29,158.90,157.66,111.30,103.57
2017/4/25,1.077,9841.710,29.390,123.96,83.18,86.99,121.21,161.11,159.45,112.10,105.07
2017/4/26,1.110,9856.450,29.320,123.83,83.51,87.22,121.25,163.88,159.15,112.24,105.70
2017/4/27,1.093,9860.620,29.880,123.41,82.61,87.23,121.04,160.62,160.32,112.36,105.71
2017/4/28,1.088,9872.000,28.550,123.56,81.81,87.06,120.74,161.24,161.32,112.06,106.22
2017/5/2,1.117,9941.270,32.230,123.95,82.07,87.08,121.92,161.07,162.72,112.59,106.93
2017/5/3,1.123,9955.330,32.800,123.68,82.49,87.19,122.34,160.98,163.43,113.11,107.20
2017/5/4,1.140,9967.640,34.670,123.56,82.05,87.27,122.58,160.81,163.74,114.03,107.63
2017/5/5,1.142,9899.940,33.830,121.78,81.03,86.75,121.89,159.89,163.18,113.29,106.31
2017/5/8,1.146,9937.250,33.850,121.77,80.46,86.58,122.11,159.11,166.04,113.93,105.72
2017/5/9,1.133,9915.480,34.210,119.70,80.23,85.82,121.80,160.21,166.11,113.24,104.99
2017/5/10,1.101,9968.320,34.020,119.57,80.56,86.17,121.97,162.92,167.70,113.86,105.90
2017/5/11,1.105,10001.480,33.720,120.37,80.44,86.28,122.35,165.70,169.13,113.94,106.05
2017/5/12,1.082,9986.820,33.720,120.27,80.59,86.05,122.49,165.11,168.31,114.66,105.66
2017/5/15,1.063,10036.820,33.100,120.73,81.37,85.89,123.25,164.43,168.58,114.93,106.21
2017/5/16,1.064,10031.490,33.440,120.48,82.76,85.84,123.75,165.22,167.20,114.71,106.09
2017/5/17,1.060,10013.670,33.900,120.57,82.88,85.96,123.96,163.54,167.22,114.69,105.65
2017/5/18,1.065,9969.450,32.800,120.26,82.40,85.69,122.88,161.90,166.83,114.89,105.53
2017/5/19,1.078,9947.620,29.760,119.69,82.45,85.80,122.41,161.78,166.51,114.46,105.12
2017/5/22,1.079,9997.260,30.590,120.52,81.87,86.02,122.52,162.16,167.72,114.87,105.36
2017/5/23,1.060,10007.840,31.770,120.25,82.23,86.25,122.20,165.42,167.87,114.70,105.64
2017/5/24,1.066,10044.420,30.940,120.54,82.60,86.21,122.17,167.00,168.62,114.67,105.80
2017/5/25,1.043,10108.490,33.030,121.63,83.05,86.38,122.75,165.27,170.10,115.33,106.36
2017/5/26,1.040,10101.950,30.040,121.72,83.16,86.52,122.47,164.97,170.04,115.21,105.80
2017/5/31,1.030,10040.720,32.290,121.58,83.15,86.41,121.14,162.60,167.75,115.39,105.12
2017/6/1,1.050,10087.420,31.190,121.33,82.19,86.50,121.13,163.93,170.33,116.04,105.37
2017/6/2,1.052,10152.530,32.470,121.23,82.45,86.78,121.55,164.84,172.22,115.91,106.67
2017/6/5,1.021,10226.840,33.710,122.32,82.50,87.31,121.95,164.49,174.60,116.45,107.76
2017/6/6,1.013,10206.180,32.120,122.67,82.46,87.25,121.53,163.53,173.98,116.42,107.19
2017/6/7,1.003,10209.990,34.230,122.46,82.35,87.22,121.45,165.62,174.45,115.90,106.79
2017/6/8,1.017,10225.780,33.840,121.68,82.14,87.41,121.67,165.64,175.51,116.36,107.60
2017/6/9,1.025,10199.650,32.590,121.79,82.07,87.05,121.32,164.40,174.46,116.05,107.13
